Creator | HOW TO USE THIS LIST,Form_url(Will Be Hidden),OiaSS Rating,Rated On,Community Rating,No Cloud Backup,Minor errors,Unorganized files,No renders,No slicer files,Unsupported islands,Unsupported Files,Print Failures,Major errors,Submit Rating,Last Update Time,
Mountain Model Miniatures,https://docs.google.com/forms/d/1BuCq44S7uLL05gJmVeSQs61kWUoGSMYOsiAZIQUGzZA/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
MrModulork,https://docs.google.com/forms/d/16cUSK6I_sCJx4mtHYN8BCEX0WbR-qtybeTyw4P0pIAw/edit,,,A TIER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
MTM Printworks,https://docs.google.com/forms/d/15XwdHGGerKWohOCYjpiKx9qX_PUkVkB4kLPL1jHxau8/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
My3DPrintForge,https://docs.google.com/forms/d/1mWK27MyVXm76bFd_CU_Wn-bM5APrWkuonCr2tK7yY7w/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
MyFantasyKingdom,https://docs.google.com/forms/d/18A0fR8o8z2u6IFTSxxMHU2Hy9C95oTmRYgA2LgteU6Y/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
MysticPigeon,https://docs.google.com/forms/d/1OM2n_McfidwR5uYOvPFixVunIqOnU42hSLzre05sCgw/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Mythic Miniatures,https://docs.google.com/forms/d/11RvLyZH2W-_juPk0buaSZ1K1CR38O8SbYjaFMO4jYPE/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Naga Minis,https://docs.google.com/forms/d/1HC0Cc9B8ZO3x85-aXmqsi34NL4nibt9Nqk-IVrLw2AQ/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Necropunks Miniatures,https://docs.google.com/forms/d/13WTCfgdoM7tZr0MiNxGSWLS1AuHv6bp5nPImvBbopdI/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
nerikson (Ernest Nemirovskiy),https://docs.google.com/forms/d/12CdZAzifVSaXzufN7wV2um6fZ7V2nS0pw1lpIfHoTv0/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
NovaMinis,https://docs.google.com/forms/d/13RjqUI2MgHpGSVIyAeNPuiBwWBjUffS3d9MB-sQ00I4/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Nuclear Firefly,https://docs.google.com/forms/d/1BTuIVmV9Sgo2S-DUZkPUyp_sEGL102o9Ve3UehhmXUc/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Nutshell atelier,https://docs.google.com/forms/d/1RlY-tnR3qM8HSbtmavGQOi3MEbf3snt7BtZiosGWJAs/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Ogareg Miniatures,https://docs.google.com/forms/d/1bbfz6AXgY3imRkniMLZe-kh7iEPDHhAscQesBrMZinE/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
One Gold Piece,https://docs.google.com/forms/d/1KtNOP_zuL1BPzv08os8Hd6orrRriVHAVsOW7HcJ4aUI/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
One Page Rules,https://docs.google.com/forms/d/1Z2zmVqRJ89-sQB9iaC1TrFpSRF7wLGK3qTSg0zGQoHo/edit,,,S TIER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Onmioji,https://docs.google.com/forms/d/1ZauSqSsP2DfzvGbPRDZp056UgpQnanvR0zgESsHGa2s/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Orc King Studio,https://docs.google.com/forms/d/1QeKC-n7LCcJCweKzIFzGUSAf8BC1CjhZ3HSTtqj3mPM/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Oshounaminis,https://docs.google.com/forms/d/11cUm3NwD77MFHhtIywJNmAscIQw7B7WGam1oIeDqmd0/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Papsikels,https://docs.google.com/forms/d/1JOxEA7n0ojClz9x5i22sL6NIx-6quMCRPxEhuoZvLeA/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Patrick Miniatures,https://docs.google.com/forms/d/1-b0lcwhqkjBdPM909MXIWh1cNfoP7cNRTU62IZ6AVNI/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Pes Lukas,https://docs.google.com/forms/d/12-xZUpDHtBfAfuYMg6oghjHVaYYKLG2NN3rV1jtNbVY/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
PiperMakes,https://docs.google.com/forms/d/1WreufbYbwxzdd_2_uX-brm7HvX4fuDqRFrKC5fkksiY/edit,,,S TIER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
PixelChronicleMiniatures,https://docs.google.com/forms/d/1z4no03BhTwUyM4MBipty8jCon82QyHP_uXLAUJEJ9R4/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Pocket Dimension Studios,https://docs.google.com/forms/d/16OJcrrugVtuE0Dl7SazHsqYE6IfEZcDhfY_QaopMGJc/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
PollyGrimm,https://docs.google.com/forms/d/1GGrrIZvDo6-PUyVfvJ0hE0DlzSNdjgPFvyrPrUUmibo/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Pop Minis,https://docs.google.com/forms/d/1RNHEdPajiyIj8vuGwWnrdijVzorjQ3h-6Dup5A6VwYY/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Print Minis,https://docs.google.com/forms/d/1COSrXa9dA0zG_JOoLFd5GdqgV_Y0EibaVyU5al29730/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Print My Minis,https://docs.google.com/forms/d/1hfZ1O7KXc8dGzmMmxUNeHObHqx6PPHBc93aeT91B8Jo/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Print'N Paint Miniatures,https://docs.google.com/forms/d/177-s_MKmY7LxHpHmrbvo36DdooBhHRywuet8iqvTOZA/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Printed Encounter,https://docs.google.com/forms/d/1pcg3YTiQu9daULoOAoZYlbiZw1FMQ0fSc-gqbRwmmrs/edit,B TIER,04/06/22,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Click Here,11/11/2022,https://youtu.be/bf9ef2_qpJ8
Printed Obsession,https://docs.google.com/forms/d/10DP_-2dNKVNGz1hcNEukwnnAcD2nwWVKGpKMsJq1FPM/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Printerra Studios,https://docs.google.com/forms/d/1tLsxN63rn29E_5DGFE_pAEEBjCs3iQgyYWQPrBncVIc/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Printomancer,https://docs.google.com/forms/d/13jdesIne2nQmSxuVl5jrZuAlOMZdZpM56h7JXw4YaO4/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
PrintYourMonsters,https://docs.google.com/forms/d/18kRTpinU2ejRzuunlm-U5gkf817Bq-F7aYqXvTIb2BA/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
PSMiniatures,https://docs.google.com/forms/d/1KSbO7WmpdQSMvdusJhIb3JzT5YeD4Pawct0Sa6HvHww/edit,,,A TIER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Pudgle,https://docs.google.com/forms/d/1QFmOEBCmUNqlR4p-y9WlF-bM6omTgmB92x-R19U3eQ0/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Punga Miniatures,https://docs.google.com/forms/d/1AWVAPFLo6rWtNNawKDNbM9jEvHbm8jPO9dnMQZfN78Q/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Puppetswar Miniatures,https://docs.google.com/forms/d/1ZyV85wIYOkY5yI6rnl0MAGrBur8yx4VnhpGHWQkL1KY/edit,A TIER,08/11/22,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Click Here,11/11/2022,https://youtu.be/Yh2mQrvVfhQ?t=1249
Rageous Creations,https://docs.google.com/forms/d/1gaOsu__hGzFFpv8F9IiLaVSTHcq-i9LmoqkyNmXxnMg/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
RavenSkull Studio,https://docs.google.com/forms/d/1IJJGcQGjycvtQ1HcuIUAxOg8wit1wrlrGRapyR8t6Es/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
RavenX Studios,https://docs.google.com/forms/d/1xOOkT_62mNUYBbSOrZub0D_oWkqRx_FfKQYtZJRLf44/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
realsteone miniatures,https://docs.google.com/forms/d/1DIuqLcumRCPmOORJ8XkANg9B89dX4whMhICWVgQ2g10/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Red Clay Collectibles,https://docs.google.com/forms/d/1nKgJpO3mBEuJ4yHaCyo2_iRjg_CfX6cVOH3LvTR00CA/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Red Nebular,https://docs.google.com/forms/d/159ZPOwTPKtyC4UiWZUDxVDBvXCI_2ov1340wwgViMdw/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
RedMakers,https://docs.google.com/forms/d/1bBUCpkF3ZDd2e3c1PAyKjNZf-WOXuR0XX7HhICIVnlY/edit,A TIER,08/11/22,S TIER,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,https://youtu.be/Yh2mQrvVfhQ?t=1051
Relkavin,https://docs.google.com/forms/d/1teaCzJFqYpIglY-a90-P7HFjTHbaNxc4EfP-b3yU8BM/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
ResinWarfare,https://docs.google.com/forms/d/10EoZRIY413Hon1o3ov1ukY12PB_2xwJS44SP8LhSAnk/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
RG sculpt,https://docs.google.com/forms/d/1Bxt3BIHRrFDHyLBdWbcSk33x9w5XaeNf3EXAsHkRm1s/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Ritual Casting,https://docs.google.com/forms/d/1TlaisO_g7_cn238r9WU4IlEHfbhdM4ZXPIG2CBGSmGk/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
RMPrintable,https://docs.google.com/forms/d/1rHDzIt0H6FLMofCF2bcwczjWK397OciyRk--3NwjTyY/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
RN Estudio,https://docs.google.com/forms/d/1kEbjDLHNV8dx0QJb-gDmRy8DXqlufHctmwwJLBG0xEY/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
RoboFrog Miniatures,https://docs.google.com/forms/d/1-jzACU_4dEzDtPbeafHfkGBmh2LVUZ56d7ZmY8HAXGs/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Rocket Pig Games,https://docs.google.com/forms/d/1Ibvk9oEL_QbM64UgVY6zbbsKqN56FeHf9p7IpYzpOXc/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Roleplaying & Miniatures,https://docs.google.com/forms/d/1WHZbnFgslYRrnhCSTxSEA1TI3CrVYBh8p0l96hHrd1M/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
SabertoothCollectibles,https://docs.google.com/forms/d/1ip0bCPqCJRTloOwfQyWK_WaPkK_Be72e0RJoXEmzNow/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Sacrusmundus,https://docs.google.com/forms/d/1tkcTSMPJvqFdspOzHBwqw2vUmTVBHGIAuis8A7Q9QoE/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
saintdecent,https://docs.google.com/forms/d/1bOC3Y2u1iRT1HA714PNdiHvXbtflsx52nzCuZRTvlA8/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Sark's Foundry,https://docs.google.com/forms/d/1-uN7fKtu3T0Y5qx-xZ67qgzd8GCC97Ha7TVDMczEMF0/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Sarks Foundry,https://docs.google.com/forms/d/1lxANW97ecxT0qtCkqitIU6rj-dKeAj6iT0Yx9-8Zui4/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Saturnalia STUDIOS,https://docs.google.com/forms/d/1MTbWOQZHWCh6R3xIFw-slLaq6SGEWgldciBKl5xOyjQ/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Saucermen Studios,https://docs.google.com/forms/d/1v0YO08uhmdD-VwgeP7YNwkpjABsFEC41g6BsFOvIga8/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Scorn's Mecha Repository,https://docs.google.com/forms/d/1tURKb-VaQWvR6iDTqlW2BxmelE8-_FsegaClvmmbrd4/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
SCULPTOONER,https://docs.google.com/forms/d/1hvuM5Z99J0tGRJwpmdUTwaTph1g-TBIi5rK5nn1Vq2o/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Scythe Designs,https://docs.google.com/forms/d/12TdictGfV9Y5YJmhM1yHNV5VLfRtdYn1kd7bz5UyS9A/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Sean Harrison,https://docs.google.com/forms/d/1GdLnoUXXF3EODaVoqTobk5KH1Efgui31gm_Dyxv9oi0/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Signum Workshop,https://docs.google.com/forms/d/1jGrgPJDo5VWNevwlUVSrVxA7qkucoEgrra99-Saf1Qg/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
SkullForge Studios,https://docs.google.com/forms/d/1bs6sRTPpN_vkq4odWTt_Z4J70I2qhw0Ii2kfVtSyrh0/edit,,,A TIER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Solwyte Studio,https://docs.google.com/forms/d/1bP_iNKJ7AwUBLiG29zgaVeJ9xR7BKKnboOzYsVbQ1Hg/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Soul Forge Studio,https://docs.google.com/forms/d/1GqERqJxDjQSUqxiIyXlINJ_kf6NKuCg4777uEeH1138/edit,,,S TIER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Spirit of Resin,https://docs.google.com/forms/d/1MzdOkdHd560HOlW75CC5xydnbyDbFwzwevhzAROCH3k/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Squamous Miniatures,https://docs.google.com/forms/d/1_ys4IXhV6MdJbKiKZFNqbV3VW0xvvuqDLs37yLrGx2E/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
SRS Studios,https://docs.google.com/forms/d/1on_0qVMXnlQLOOj_zG1yi5FBWHsVMsHgpmaQngF78WI/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Star Pharaoh Foundry,https://docs.google.com/forms/d/1e4oWSzNEU-4RHC6etaVruYmQajBDC8Ch9561l6ZQ4Hc/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
StarCrawlerTerrain,https://docs.google.com/forms/d/1fqr4m0NS4ixELdl-kyDPWx2h9WC5ZVM7VZg641mLXV4/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
StationForge,https://docs.google.com/forms/d/1Woqg5G17YhcABrTKt-wXV9C1_NHbm6mc9_EWfxJ-arA/edit,,,A TIER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Statuesque Miniatures,https://docs.google.com/forms/d/1spbn_xNh5luVWyeKccpewLGJLuIJhJocuKJAZxsvqJg/edit,,,S TIER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Steve Snow,https://docs.google.com/forms/d/1oj0I9-lCexvKKnDxmQDv5kaDzsR7qHtfSSevw716xE8/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
STL Miniatures,https://docs.google.com/forms/d/1rUZFMtnPGi5IN8m0qiaM2foPv1FalHR2O58U04Boei4/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Stonehaven Miniatures,https://docs.google.com/forms/d/1ftzlNVsBzLnjiFWMhbc-Zq6dSYdZ4liuYnUpsgJkmps/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Storm Crow,https://docs.google.com/forms/d/1DqYJflHYVtjb_wQqsC2AEFrop5-izi6Xa0TMpLRH4ok/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Stratation Design,https://docs.google.com/forms/d/1LME6FDWpFsfMeall16KuKr6dFQc0Q1009wfhahr2WOs/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Studio Sol Union,https://docs.google.com/forms/d/1FWtlavOlh4vaOCY8Fessua6Fz5rU0WvYvFEBmFvDKVA/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Surrogate Miniatures,https://docs.google.com/forms/d/1G5i4lqTJBA4yTOgWK02Zv7_VT_DKl4pWbfxGhHJjq7U/edit,A TIER,29/08/22,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Click Here,11/11/2022,https://youtu.be/SnGM3D-hHKA
Suttungr Miniatures,https://docs.google.com/forms/d/1J7LreOHran3A9KKpQqAchs-55TEkajEwvFob0OYYbdQ/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Syllogy (Matt Mason),https://docs.google.com/forms/d/1CecOhA0GzVM31168J1jS1dyQ5_eaiw1KTs6fTv9AVpc/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Tabletop Terrain,https://docs.google.com/forms/d/1p4k9gRJhR5ujbFA-WZQxa4B1Q6ySwOSEkpH_tH_IK-8/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Tabletop Terrain Team,https://docs.google.com/forms/d/14felIqHj6GxNNBAcZvdzR-8AiGmOVPTz5A81DF3Z89I/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Tagged Events,https://docs.google.com/forms/d/1yiPsDjZwBRpkKLJKZ6vjPT554dwrT4pCL3iSZWiiy4U/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Teirale,https://docs.google.com/forms/d/1TiTJGx1lFtOUNc87m6tVoqoPtuN6wNlpkawcPnIJLkk/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
Terrainify,https://docs.google.com/forms/d/1HIgoAo0Pj5RKl2SIYsArBTlUxuGut4mldel7ih9dJ2A/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
ThatEvilOne,https://docs.google.com/forms/d/1Y8tNUWIcx7Q0neMbcoIAgyXn2JkNuVbF1M0mXVDAaMw/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
THAYRON HABACUQUE BASTOS TELES,https://docs.google.com/forms/d/1SaEBBfxuDZ1c-HJAtlunw1hFksLi2oR6-7skIrbHGC4/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Ataraxy Emporium,https://docs.google.com/forms/d/1aYi7Uc3GYr7wmpcSrEgSfnKdXEJ-DIsnEED7Girj8bs/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Cavy Forge,https://docs.google.com/forms/d/1YvcHsgiGwIVdFs2MbYG-EazSC8KEo4A4UZezCPcwwj8/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The DM's Den,https://docs.google.com/forms/d/1aWmkLI01PiVIBI99J0JYFbxgl2FiVg2QgRxdd70jXf4/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Dork Factory,https://docs.google.com/forms/d/1X3o6O3SLjd0BR_fZoSg_4u0QpySwnUN9eA03eGxw0fA/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Dragon Trappers Lodge,https://docs.google.com/forms/d/1aYB9F6v7PFa-BWXnxQG6NtOv6UcoVkWFDAa6IHEjIVE/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Dragon's Den,https://docs.google.com/forms/d/1BzTY8UmcRaGA-csdrtFASBO133Bo3_E4lQahyGTIoCE/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Hive,https://docs.google.com/forms/d/1oAcBAeoW_22JIlrpucrLUUxrvrMlws6M0QRSBWCdSpE/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Lazy Forger,https://docs.google.com/forms/d/1J8Ys5eu093o_KCQ-YxJ7KDPTNm6TC5EeADfjTHOdXls/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Lelanian Industrial Complex,https://docs.google.com/forms/d/1C9diy9A3fKQqQEVxDhzx5YuH4T_KeXSNaMnHPN5MGr0/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Lion's Tower,https://docs.google.com/forms/d/1L9zPW4fzB95ktr4-sLLclwlBMJ0KTB6STlMVsEuCu2M/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Makers Cult,https://docs.google.com/forms/d/11Uj9YYfoTCAcEb8yn2m2LKy1qjpzGtP_HysH4QnCknc/edit,,,S TIER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
The Master Forge,https://docs.google.com/forms/d/1eXTtKAsMIVSD2xJXgk5aaw52OLcm_Z10cjYgFxAOIow/edit,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Click Here,11/11/2022,
